10.173.161.34 - - [20/Oct/2016:08:01:27 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP305/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [20/Oct/2016:19:59:48 -0700] "GET /jenkins/descriptor/hudson.tasks._ant.AntTargetNote/script.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:19:59:48 -0700] "POST /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/usersettings HTTP/1.1" 200 236
10.58.180.73 - - [20/Oct/2016:19:59:58 -0700] "GET /jenkins/adjuncts/799d8c88/lib/layout/menu_right_arrow.png HTTP/1.1" 200 2842
10.58.180.73 - - [20/Oct/2016:20:00:04 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/ HTTP/1.1" 200 6419
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/section_.css HTTP/1.1" 200 127
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/breadcrumb-config-outline/init.css HTTP/1.1" 200 119
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/breadcrumb-config-outline/init.js HTTP/1.1" 200 397
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/textarea/textarea.js HTTP/1.1" 200 949
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/section_.js HTTP/1.1" 200 712
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/dragdrop/dragdrop.js HTTP/1.1" 200 1243
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/hetero-list/hetero-list.js HTTP/1.1" 200 2016
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/advanced/advanced.js HTTP/1.1" 200 527
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/repeatable/repeatable.js HTTP/1.1" 200 1815
10.58.180.73 - - [20/Oct/2016:20:00:08 -0700] "GET /jenkins/static/799d8c88/images/textarea-handle.gif HTTP/1.1" 200 52
10.58.180.73 - - [20/Oct/2016:20:00:09 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/configure HTTP/1.1" 200 25513
10.58.180.73 - - [20/Oct/2016:20:00:09 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/radioBlock/radioBlock.js HTTP/1.1" 200 947
10.58.180.73 - - [20/Oct/2016:20:00:09 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/select/select.js HTTP/1.1" 200 1077
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/static/799d8c88/images/grip.png HTTP/1.1" 200 94
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/apply/apply.js HTTP/1.1" 200 1245
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/adjuncts/799d8c88/lib/form/confirm.js HTTP/1.1" 200 841
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/assets/skins/sam/menu-button-arrow.png HTTP/1.1" 200 173
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/static/799d8c88/scripts/yui/assets/skins/sam/sprite.png HTTP/1.1" 200 3745
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.model.FreeStyleProject/checkLabel?value=master HTTP/1.1" 200 171
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/static/799d8c88/images/bottom-sticker-top-edge.png HTTP/1.1" 200 351
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "POST /jenkins/$stapler/bound/0a9c5a3d-3567-4cca-a42c-6239166da23f/render HTTP/1.1" 200 180
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "POST /jenkins/$stapler/bound/e4f7fc3e-6b22-437f-a886-520fa54a988c/render HTTP/1.1" 200 787
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.model.FreeStyleProject/checkCustomWorkspace?value=&customWorkspace= HTTP/1.1" 200 119
10.58.180.73 - - [20/Oct/2016:20:00:10 -0700] "GET /jenkins/static/799d8c88/images/none.gif HTTP/1.1" 200 115
10.58.180.73 - - [20/Oct/2016:20:00:11 -0700] "GET /jenkins/checkDisplayName?displayName=&jobName=SP305_SRS_DAILY_BUILD HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:11 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [20/Oct/2016:20:00:11 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [20/Oct/2016:20:00:11 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [20/Oct/2016:20:00:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [20/Oct/2016:20:00:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.CvsModule/checkProjectsetFileName?value= HTTP/1.1" 200 126
10.58.180.73 - - [20/Oct/2016:20:00:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkRemote?value= HTTP/1.1" 200 120
10.58.180.73 - - [20/Oct/2016:20:00:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkLocal?value=. HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:13 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkRevisionPropertiesSupported?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:13 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/jenkins.triggers.ReverseBuildTrigger/checkUpstreamProjects?value= HTTP/1.1" 200 113
10.58.180.73 - - [20/Oct/2016:20:00:13 -0700] "GET /jenkins/publisher/ExtendedEmailPublisher/recipientListRecipientsCheck?value=jesson.ji%40sap.com%2C%20lisa.lew%40sap.com HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:13 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:13 -0700] "GET /jenkins/publisher/ExtendedEmailPublisher/recipientListRecipientsCheck?value=%24DEFAULT_REPLYTO HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:13 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:14 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkIncludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:14 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedUsers?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:14 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedCommitMessages?value= HTTP/1.1" 200 6
10.58.180.73 - - [20/Oct/2016:20:00:14 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/descriptorByName/hudson.triggers.TimerTrigger/checkSpec?value= HTTP/1.1" 200 125
10.58.180.73 - - [20/Oct/2016:20:00:14 -0700] "GET /jenkins/trigger/TimerTrigger/check?value= HTTP/1.1" 200 125
10.58.180.73 - - [20/Oct/2016:20:00:18 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:24 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:29 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:34 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:39 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:44 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:49 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:00:55 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:01:00 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:01:05 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:01:10 -0700] "POST /jenkins/job/SP305_SRS_DAILY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [20/Oct/2016:20:01:12 -0700] "GET /jenkins/job/SP305_SRS_DAILY_BUILD/ HTTP/1.1" 200 6422
10.58.180.73 - - [20/Oct/2016:20:01:15 -0700] "GET /jenkins/job/SRS_SP305_SERIAL/ HTTP/1.1" 200 7645
10.58.180.73 - - [20/Oct/2016:20:01:15 -0700] "GET /jenkins/static/799d8c88/images/24x24/terminal.gif HTTP/1.1" 200 802
10.58.180.73 - - [20/Oct/2016:20:01:15 -0700] "GET /jenkins/static/799d8c88/images/32x32/grey.png HTTP/1.1" 200 895
10.58.180.73 - - [20/Oct/2016:20:01:19 -0700] "POST /jenkins/job/SRS_SP305_SERIAL/59/stop HTTP/1.1" 302 -
10.58.180.73 - - [20/Oct/2016:20:01:19 -0700] "POST /jenkins/job/SRS_SP305_SERIAL/59/stop HTTP/1.1" 302 -
10.58.180.73 - - [20/Oct/2016:20:01:19 -0700] "GET /jenkins/job/SRS_SP305_SERIAL/ HTTP/1.1" 200 7447
10.58.180.73 - - [20/Oct/2016:20:01:19 -0700] "GET /jenkins/job/SRS_SP305_SERIAL/ HTTP/1.1" 200 7446
10.58.180.73 - - [20/Oct/2016:20:01:19 -0700] "POST /jenkins/job/SRS_SP305_SERIAL/59/stop HTTP/1.1" 302 -
10.58.180.73 - - [20/Oct/2016:20:01:20 -0700] "POST /jenkins/job/SRS_SP305_SERIAL/59/stop HTTP/1.1" 302 -
10.58.180.73 - - [20/Oct/2016:20:01:20 -0700] "GET /jenkins/job/SRS_SP305_SERIAL/ HTTP/1.1" 200 7446
10.58.180.73 - - [20/Oct/2016:20:01:20 -0700] "GET /jenkins/job/SRS_SP305_SERIAL/ HTTP/1.1" 200 7446
10.58.180.73 - - [20/Oct/2016:20:01:20 -0700] "POST /jenkins/job/SRS_SP305_SERIAL/buildHistory/ajax HTTP/1.1" 200 452
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/job/SRS_SP305_SERIAL/ HTTP/1.1" 200 7447
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/adjuncts/799d8c88/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/adjuncts/799d8c88/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:24 -0700] "GET /jenkins/static/799d8c88/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [20/Oct/2016:20:01:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/button-min.js HTTP/1.1" 304 -
