10.173.161.34 - - [11/Aug/2016:08:02:47 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP305/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/container/container-min.js HTTP/1.1" 200 19888
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/connection/connection-min.js HTTP/1.1" 200 4442
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/prototype.js HTTP/1.1" 200 37923
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/datasource/datasource-min.js HTTP/1.1" 200 8248
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 200 7254
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/element/element-min.js HTTP/1.1" 200 2698
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/menu/menu-min.js HTTP/1.1" 200 15901
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/button/button-min.js HTTP/1.1" 200 8305
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/storage/storage-min.js HTTP/1.1" 200 4048
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/sortable.js HTTP/1.1" 200 3925
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/hudson-behavior.js HTTP/1.1" 200 26866
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/breadcrumbs.js HTTP/1.1" 200 2996
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/cookie/cookie-min.js HTTP/1.1" 200 1430
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/images/headshot.png HTTP/1.1" 200 2409
10.58.180.73 - - [11/Aug/2016:19:29:29 -0700] "GET /jenkins/static/dbb0d4e1/images/title.png HTTP/1.1" 200 3609
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/help.png HTTP/1.1" 200 791
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/user.png HTTP/1.1" 200 1248
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/computer.png HTTP/1.1" 200 650
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/notepad.png HTTP/1.1" 200 1021
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/collapse.png HTTP/1.1" 200 289
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/plugin/credentials/images/48x48/credentials.png HTTP/1.1" 200 4008
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/search.png HTTP/1.1" 200 814
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/menu_right_arrow2.png HTTP/1.1" 200 2813
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/menu_down_arrow.png HTTP/1.1" 200 2841
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/computer-x.png HTTP/1.1" 200 737
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/32x32/health-80plus.png HTTP/1.1" 200 1298
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/plugin/translation/flags.png HTTP/1.1" 200 543
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/32x32/blue.png HTTP/1.1" 200 1683
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/32x32/aborted.png HTTP/1.1" 200 1620
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/32x32/health-60to79.png HTTP/1.1" 200 1743
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/32x32/health-00to19.png HTTP/1.1" 200 1937
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/32x32/nobuilt.png HTTP/1.1" 200 1620
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/atom.gif HTTP/1.1" 200 644
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/health-80plus.png HTTP/1.1" 200 515
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/health-60to79.png HTTP/1.1" 200 672
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/health-00to19.png HTTP/1.1" 200 670
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/images/top-sticker-bottom-edge.png HTTP/1.1" 200 348
10.58.180.73 - - [11/Aug/2016:19:29:30 -0700] "GET /jenkins/static/dbb0d4e1/favicon.ico HTTP/1.1" 200 17542
10.58.180.73 - - [11/Aug/2016:19:29:35 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 338
10.58.180.73 - - [11/Aug/2016:19:29:35 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 654
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/job/SP304_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 4909
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/up.png HTTP/1.1" 200 816
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/blue.png HTTP/1.1" 200 685
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/search.png HTTP/1.1" 200 1309
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/aborted.png HTTP/1.1" 200 833
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/folder.png HTTP/1.1" 200 922
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/red.png HTTP/1.1" 200 660
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/48x48/folder.png HTTP/1.1" 200 2071
10.58.180.73 - - [11/Aug/2016:19:29:37 -0700] "GET /jenkins/static/dbb0d4e1/images/48x48/notepad.png HTTP/1.1" 200 2291
10.58.180.73 - - [11/Aug/2016:19:29:39 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/menu_right_arrow.png HTTP/1.1" 200 2842
10.58.180.73 - - [11/Aug/2016:19:29:42 -0700] "GET /jenkins/login?from=%2Fjenkins%2Fjob%2FSP304_SRS_WEEKLY_BUILD%2F HTTP/1.1" 200 3584
10.58.180.73 - - [11/Aug/2016:19:29:47 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 338
10.58.180.73 - - [11/Aug/2016:19:29:47 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 654
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "POST /jenkins/j_acegi_security_check HTTP/1.1" 302 -
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "GET /jenkins/job/SP304_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 5433
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/clock.png HTTP/1.1" 200 1591
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/edit-delete.png HTTP/1.1" 200 1236
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/setting.png HTTP/1.1" 200 1213
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "GET /jenkins/static/dbb0d4e1/plugin/email-ext/images/template-debugger.png HTTP/1.1" 200 818
10.58.180.73 - - [11/Aug/2016:19:29:49 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/notepad.png HTTP/1.1" 200 406
10.58.180.73 - - [11/Aug/2016:19:29:54 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:00 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:01 -0700] "GET /jenkins/job/SP304_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 4710
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/css/color.css HTTP/1.1" 200 763
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/css/style.css HTTP/1.1" 200 8071
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/container/assets/container.css HTTP/1.1" 200 2306
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/css/responsive-grid.css HTTP/1.1" 200 4051
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 200 810
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 200 1277
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 200 16551
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 200 1301
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/breadcrumbs.css HTTP/1.1" 200 717
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/behavior.js HTTP/1.1" 200 2360
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/adjuncts/dbb0d4e1/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 200 3038
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/dom/dom-min.js HTTP/1.1" 200 5739
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/event/event-min.js HTTP/1.1" 200 5146
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/animation/animation-min.js HTTP/1.1" 200 4877
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 200 6974
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/connection/connection-min.js HTTP/1.1" 200 4442
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/container/container-min.js HTTP/1.1" 200 19888
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/datasource/datasource-min.js HTTP/1.1" 200 8248
10.56.183.39 - - [11/Aug/2016:19:30:02 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 200 7254
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/menu/menu-min.js HTTP/1.1" 200 15901
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/element/element-min.js HTTP/1.1" 200 2698
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/button/button-min.js HTTP/1.1" 200 8305
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/prototype.js HTTP/1.1" 200 37923
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/storage/storage-min.js HTTP/1.1" 200 4048
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/sortable.js HTTP/1.1" 200 3925
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/hudson-behavior.js HTTP/1.1" 200 26866
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/scripts/yui/cookie/cookie-min.js HTTP/1.1" 200 1430
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/breadcrumbs.js HTTP/1.1" 200 2996
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/headshot.png HTTP/1.1" 200 2409
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/title.png HTTP/1.1" 200 3609
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/help.png HTTP/1.1" 200 791
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/up.png HTTP/1.1" 200 816
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/search.png HTTP/1.1" 200 1309
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/notepad.png HTTP/1.1" 200 1021
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/folder.png HTTP/1.1" 200 922
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/collapse.png HTTP/1.1" 200 289
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/search.png HTTP/1.1" 200 814
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/health-80plus.png HTTP/1.1" 200 515
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/blue.png HTTP/1.1" 200 685
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/aborted.png HTTP/1.1" 200 833
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/red.png HTTP/1.1" 200 660
10.56.183.39 - - [11/Aug/2016:19:30:03 -0700] "GET /jenkins/static/dbb0d4e1/images/atom.gif HTTP/1.1" 200 644
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/menu_right_arrow2.png HTTP/1.1" 200 2813
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/static/dbb0d4e1/images/48x48/folder.png HTTP/1.1" 200 2071
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/static/dbb0d4e1/images/48x48/notepad.png HTTP/1.1" 200 2291
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/menu_down_arrow.png HTTP/1.1" 200 2841
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/static/dbb0d4e1/plugin/translation/flags.png HTTP/1.1" 200 543
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/static/dbb0d4e1/images/top-sticker-bottom-edge.png HTTP/1.1" 200 348
10.56.183.39 - - [11/Aug/2016:19:30:04 -0700] "GET /jenkins/static/dbb0d4e1/favicon.ico HTTP/1.1" 200 17542
10.58.180.73 - - [11/Aug/2016:19:30:05 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:09 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:10 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:10 -0700] "GET /jenkins/adjuncts/dbb0d4e1/lib/layout/menu_right_arrow.png HTTP/1.1" 200 2842
10.56.183.39 - - [11/Aug/2016:19:30:14 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:15 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:19 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:20 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:23 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/childrenContextMenu HTTP/1.1" 200 209
10.56.183.39 - - [11/Aug/2016:19:30:24 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:25 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:26 -0700] "GET /jenkins/job/SP304_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 4710
10.58.180.73 - - [11/Aug/2016:19:30:30 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:31 -0700] "GET /jenkins/login?from=%2Fjenkins%2Fjob%2FSP304_SRS_WEEKLY_BUILD%2F HTTP/1.1" 200 3401
10.56.183.39 - - [11/Aug/2016:19:30:31 -0700] "GET /jenkins/static/dbb0d4e1/images/24x24/user.png HTTP/1.1" 200 1248
10.56.183.39 - - [11/Aug/2016:19:30:31 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/computer.png HTTP/1.1" 200 650
10.56.183.39 - - [11/Aug/2016:19:30:31 -0700] "GET /jenkins/static/dbb0d4e1/images/16x16/computer-x.png HTTP/1.1" 200 737
10.56.183.39 - - [11/Aug/2016:19:30:31 -0700] "GET /jenkins/static/dbb0d4e1/plugin/credentials/images/48x48/credentials.png HTTP/1.1" 200 4008
10.56.183.39 - - [11/Aug/2016:19:30:35 -0700] "GET /jenkins/job/SP304_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 4711
10.58.180.73 - - [11/Aug/2016:19:30:35 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:40 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:41 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:46 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:50 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:51 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:30:56 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:30:56 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:01 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:01 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:06 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:06 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:11 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:11 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:16 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:17 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:21 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:22 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:27 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:27 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:32 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:32 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:37 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [11/Aug/2016:19:31:37 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.56.183.39 - - [11/Aug/2016:19:31:42 -0700] "POST /jenkins/job/SP304_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
