10.173.161.34 - - [11/Sep/2016:08:01:59 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP305/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/adjuncts/436f1172/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/adjuncts/436f1172/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/32x32/health-80plus.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/16x16/health-80plus.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/32x32/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/32x32/aborted.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:57 -0700] "GET /jenkins/static/436f1172/images/32x32/health-60to79.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:58 -0700] "GET /jenkins/static/436f1172/images/16x16/health-60to79.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:58 -0700] "GET /jenkins/static/436f1172/images/32x32/red.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:58 -0700] "GET /jenkins/static/436f1172/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:47:58 -0700] "GET /jenkins/static/436f1172/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:03 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:03 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:08 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:08 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:13 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:13 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:18 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:18 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:23 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:23 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:29 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:29 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:34 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:34 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:39 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:39 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:44 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:44 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:49 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [11/Sep/2016:19:48:49 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 710
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/ HTTP/1.1" 200 5426
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/adjuncts/436f1172/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/adjuncts/436f1172/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:52 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/adjuncts/436f1172/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/16x16/health-80plus.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/48x48/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/48x48/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/16x16/aborted.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:53 -0700] "GET /jenkins/static/436f1172/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:57 -0700] "GET /jenkins/static/436f1172/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:57 -0700] "GET /jenkins/static/436f1172/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:57 -0700] "GET /jenkins/static/436f1172/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:57 -0700] "GET /jenkins/static/436f1172/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:57 -0700] "GET /jenkins/static/436f1172/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/configure HTTP/1.1" 200 19551
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/adjuncts/436f1172/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/adjuncts/436f1172/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/adjuncts/436f1172/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/16x16/health-80plus.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/16x16/aborted.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:58 -0700] "GET /jenkins/static/436f1172/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.model.FreeStyleProject/checkLabel?value=replinuxb15 HTTP/1.1" 200 176
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "POST /jenkins/$stapler/bound/ebef62d7-c23c-4937-9667-5d96a0647316/render HTTP/1.1" 200 180
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "POST /jenkins/$stapler/bound/30643564-24d8-4cf0-9d3e-a859e5423501/render HTTP/1.1" 200 790
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.model.FreeStyleProject/checkCustomWorkspace?value=&customWorkspace= HTTP/1.1" 200 119
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "GET /jenkins/checkDisplayName?displayName=&jobName=SRS_DROP_TEST_FOR_ASE_SP304_UPDATE HTTP/1.1" 200 6
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [11/Sep/2016:19:48:59 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [11/Sep/2016:19:49:00 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [11/Sep/2016:19:49:00 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [11/Sep/2016:19:49:00 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsModule/checkProjectsetFileName?value= HTTP/1.1" 200 126
10.58.180.73 - - [11/Sep/2016:19:49:00 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [11/Sep/2016:19:49:00 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkRemote?value= HTTP/1.1" 200 120
10.58.180.73 - - [11/Sep/2016:19:49:00 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkLocal?value=. HTTP/1.1" 200 6
10.58.180.73 - - [11/Sep/2016:19:49:01 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkRevisionPropertiesSupported?value= HTTP/1.1" 200 6
10.58.180.73 - - [11/Sep/2016:19:49:01 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/jenkins.triggers.ReverseBuildTrigger/checkUpstreamProjects?value= HTTP/1.1" 200 113
