10.172.162.20 - - [27/Dec/2015:17:39:24 -0800] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP303/build?token=INSTALLER HTTP/1.1" 405 8553
10.58.180.73 - - [27/Dec/2015:23:11:55 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:11:56 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkIncludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:11:56 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedUsers?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:11:56 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedCommitMessages?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:11:56 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.triggers.TimerTrigger/checkSpec?value=H%2017%20*%20*%20* HTTP/1.1" 200 214
10.58.180.73 - - [27/Dec/2015:23:11:56 -0800] "GET /jenkins/trigger/TimerTrigger/check?value= HTTP/1.1" 200 125
10.58.180.73 - - [27/Dec/2015:23:11:57 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:02 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:07 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:13 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:18 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:23 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:28 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:33 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:12:34 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/46/contextMenu HTTP/1.1" 200 363
10.58.180.73 - - [27/Dec/2015:23:12:36 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/46/console HTTP/1.1" 200 8606
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntOutcomeNote/style.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "GET /jenkins/descriptor/hudson.console.ExpandableDetailsNote/style.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "GET /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/script.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntTargetNote/script.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "GET /jenkins/descriptor/hudson.console.ExpandableDetailsNote/script.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "GET /jenkins/static/1b791ed8/images/24x24/next.png HTTP/1.1" 200 869
10.58.180.73 - - [27/Dec/2015:23:12:37 -0800] "POST /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/usersettings HTTP/1.1" 200 236
10.58.180.73 - - [27/Dec/2015:23:13:18 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 6433
10.58.180.73 - - [27/Dec/2015:23:13:22 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/configure HTTP/1.1" 200 26712
10.58.180.73 - - [27/Dec/2015:23:13:22 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.model.FreeStyleProject/checkLabel?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "POST /jenkins/$stapler/bound/23013a3c-865f-489a-a05c-0fc4842a3fc5/render HTTP/1.1" 200 789
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "POST /jenkins/$stapler/bound/a4a904e1-4c44-43bb-aaed-443682144bd1/render HTTP/1.1" 200 180
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.model.FreeStyleProject/checkCustomWorkspace?value=&customWorkspace= HTTP/1.1" 200 119
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/checkDisplayName?displayName=&jobName=SP303_SRS_WEEKLY_BUILD HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [27/Dec/2015:23:13:23 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.CvsModule/checkProjectsetFileName?value= HTTP/1.1" 200 126
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkRemote?value= HTTP/1.1" 200 120
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkLocal?value=. HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkRevisionPropertiesSupported?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/jenkins.triggers.ReverseBuildTrigger/checkUpstreamProjects?value= HTTP/1.1" 200 113
10.58.180.73 - - [27/Dec/2015:23:13:24 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.plugins.parameterizedtrigger.BlockableBuildTriggerConfig/checkProjects?value=SRS_INSTALLER_TEST_LINUX HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/publisher/ExtendedEmailPublisher/recipientListRecipientsCheck?value=jesson.ji%40sap.com%2C%20lisa.lew%40sap.com HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/publisher/ExtendedEmailPublisher/recipientListRecipientsCheck?value=%24DEFAULT_REPLYTO HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkIncludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedUsers?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.scm.SubversionSCM/checkExcludedCommitMessages?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Dec/2015:23:13:25 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/descriptorByName/hudson.triggers.TimerTrigger/checkSpec?value=H%2017%20*%20*%20* HTTP/1.1" 200 214
10.58.180.73 - - [27/Dec/2015:23:13:26 -0800] "GET /jenkins/trigger/TimerTrigger/check?value= HTTP/1.1" 200 125
10.58.180.73 - - [27/Dec/2015:23:13:27 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:13:32 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:13:37 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:13:42 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:13:47 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:13:52 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:13:57 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:03 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:08 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:10 -0800] "GET /jenkins/job/SP303_SRS_WEEKLY_BUILD/ HTTP/1.1" 200 6432
10.58.180.73 - - [27/Dec/2015:23:14:16 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:21 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:26 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:31 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:36 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:41 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:47 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:52 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:14:57 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:02 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:07 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:12 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:17 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:23 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:28 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:33 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:38 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:43 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:48 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:53 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:15:59 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:04 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:09 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:14 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:19 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:24 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:30 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:35 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:40 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:45 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:50 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:16:55 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:00 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:06 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:11 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:16 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:21 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:26 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:31 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:36 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:42 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:47 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:52 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:17:57 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:18:02 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:18:07 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:18:13 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:18:18 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Dec/2015:23:18:23 -0800] "POST /jenkins/job/SP303_SRS_WEEKLY_BUILD/buildHistory/ajax HTTP/1.1" 200 51
