10.173.161.34 - - [27/Oct/2016:01:10:06 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP305/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/32x32/health-80plus.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/32x32/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/16x16/health-80plus.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/32x32/aborted.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/32x32/health-40to59.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/16x16/health-40to59.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:19 -0700] "GET /jenkins/static/799d8c88/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:24 -0700] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 339
10.58.180.73 - - [27/Oct/2016:02:28:24 -0700] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 727
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/ HTTP/1.1" 200 5644
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/adjuncts/799d8c88/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/adjuncts/799d8c88/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:25 -0700] "GET /jenkins/static/799d8c88/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/adjuncts/799d8c88/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/16x16/aborted.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/16x16/red.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/48x48/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/48x48/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:26 -0700] "GET /jenkins/static/799d8c88/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:27 -0700] "GET /jenkins/static/799d8c88/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/configure HTTP/1.1" 200 19838
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/adjuncts/799d8c88/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/adjuncts/799d8c88/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:31 -0700] "GET /jenkins/static/799d8c88/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/adjuncts/799d8c88/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/16x16/aborted.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/16x16/red.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:32 -0700] "GET /jenkins/static/799d8c88/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.model.FreeStyleProject/checkLabel?value=replinuxb15 HTTP/1.1" 200 176
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "POST /jenkins/$stapler/bound/79e4183d-5d34-46b4-ace3-da4d5e533ee7/render HTTP/1.1" 200 180
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "POST /jenkins/$stapler/bound/42e85c1f-b760-4f3b-9403-9e2008569993/render HTTP/1.1" 200 789
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.model.FreeStyleProject/checkCustomWorkspace?value=&customWorkspace= HTTP/1.1" 200 119
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "GET /jenkins/checkDisplayName?displayName=&jobName=SRS_DROP_TEST_FOR_ASE_SP304_UPDATE HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [27/Oct/2016:02:28:33 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [27/Oct/2016:02:28:34 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:34 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [27/Oct/2016:02:28:34 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [27/Oct/2016:02:28:34 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.CvsModule/checkProjectsetFileName?value= HTTP/1.1" 200 126
10.58.180.73 - - [27/Oct/2016:02:28:34 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:35 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkRemote?value= HTTP/1.1" 200 120
10.58.180.73 - - [27/Oct/2016:02:28:35 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkLocal?value=. HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:35 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkRevisionPropertiesSupported?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:35 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/jenkins.triggers.ReverseBuildTrigger/checkUpstreamProjects?value= HTTP/1.1" 200 113
10.58.180.73 - - [27/Oct/2016:02:28:35 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkExcludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:36 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkIncludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:36 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkExcludedUsers?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:36 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.scm.SubversionSCM/checkExcludedCommitMessages?value= HTTP/1.1" 200 6
10.58.180.73 - - [27/Oct/2016:02:28:36 -0700] "GET /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/descriptorByName/hudson.triggers.TimerTrigger/checkSpec?value= HTTP/1.1" 200 125
10.58.180.73 - - [27/Oct/2016:02:28:36 -0700] "GET /jenkins/trigger/TimerTrigger/check?value= HTTP/1.1" 200 125
10.58.180.73 - - [27/Oct/2016:02:28:37 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Oct/2016:02:28:42 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Oct/2016:02:28:47 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [27/Oct/2016:02:28:53 -0700] "POST /jenkins/job/SRS_DROP_TEST_FOR_ASE_SP304_UPDATE/buildHistory/ajax HTTP/1.1" 200 51
